estado,fase,mejor_accion,work,school,ptrans,conf,coste,Q_max,visitas
c=M dc=- h=B dh=0 L=B dL=0 preo=B,calma,"(2, 0, 1, 1)",2,0,1,1,5.0,14.4701,12
c=M dc=- h=B dh=0 L=B dL=0 preo=M,calma,"(2, 0, 2, 1)",2,0,2,1,6.0,5.0484,2
c=M dc=- h=B dh=0 L=B dL=0 preo=A,calma,"(2, 0, 0, 2)",2,0,0,2,6.0,2.1871,1
c=M dc=- h=B dh=0 L=B dL=+ preo=B,calma,"(0, 1, 1, 2)",0,1,1,2,6.0,14.1756,472
c=M dc=- h=B dh=0 L=B dL=+ preo=M,calma,"(0, 1, 2, 0)",0,1,2,0,3.0,10.1981,2
c=M dc=- h=B dh=0 L=B dL=+ preo=A,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,7.0818,3
c=M dc=- h=B dh=0 L=M dL=- preo=B,calma,"(2, 1, 0, 1)",2,1,0,1,5.0,15.3124,797
c=M dc=- h=B dh=0 L=M dL=- preo=M,calma,"(2, 0, 1, 2)",2,0,1,2,7.0,13.0351,202
c=M dc=- h=B dh=0 L=M dL=- preo=A,calma,"(1, 1, 0, 0)",1,1,0,0,2.0,7.7847,10
c=M dc=- h=B dh=0 L=M dL=0 preo=B,calma,"(1, 0, 1, 1)",1,0,1,1,4.0,15.4204,142
c=M dc=- h=B dh=0 L=M dL=0 preo=M,calma,"(2, 1, 0, 2)",2,1,0,2,7.0,15.6548,52
c=M dc=- h=B dh=0 L=M dL=0 preo=A,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,2
c=M dc=- h=B dh=0 L=M dL=+ preo=B,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,15.0487,2491
c=M dc=- h=B dh=0 L=M dL=+ preo=M,calma,"(2, 2, 2, 0)",2,2,2,0,6.0,13.5379,162
c=M dc=- h=B dh=0 L=M dL=+ preo=A,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,9.1222,96
c=M dc=- h=B dh=0 L=A dL=- preo=B,calma,"(0, 1, 1, 1)",0,1,1,1,4.0,14.6258,893
c=M dc=- h=B dh=0 L=A dL=- preo=M,calma,"(2, 1, 0, 1)",2,1,0,1,5.0,12.1002,173
c=M dc=- h=B dh=0 L=A dL=- preo=A,calma,"(1, 2, 2, 1)",1,2,2,1,7.0,4.6509,2
c=M dc=- h=B dh=0 L=A dL=0 preo=B,calma,"(0, 1, 1, 1)",0,1,1,1,4.0,15.2152,1976
c=M dc=- h=B dh=0 L=A dL=0 preo=M,calma,"(0, 1, 0, 2)",0,1,0,2,5.0,12.6832,246
c=M dc=- h=B dh=0 L=A dL=0 preo=A,calma,"(2, 0, 2, 0)",2,0,2,0,4.0,3.3100,2
c=M dc=- h=B dh=0 L=A dL=+ preo=B,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,16.7835,137325
c=M dc=- h=B dh=0 L=A dL=+ preo=M,calma,"(2, 2, 1, 2)",2,2,1,2,9.0,14.0204,3153
c=M dc=- h=B dh=0 L=A dL=+ preo=A,calma,"(2, 2, 2, 0)",2,2,2,0,6.0,10.3403,96
c=M dc=- h=B dh=+ L=B dL=- preo=B,calma,"(1, 2, 1, 2)",1,2,1,2,8.0,15.6730,419
c=M dc=- h=B dh=+ L=B dL=- preo=M,calma,"(1, 1, 0, 1)",1,1,0,1,4.0,12.1286,188
c=M dc=- h=B dh=+ L=B dL=- preo=A,calma,"(2, 2, 1, 0)",2,2,1,0,5.0,7.5927,191
c=M dc=- h=B dh=+ L=B dL=0 preo=B,calma,"(0, 0, 1, 0)",0,0,1,0,1.0,13.6689,20
c=M dc=- h=B dh=+ L=B dL=0 preo=M,calma,"(2, 0, 0, 2)",2,0,0,2,6.0,10.3911,8
c=M dc=- h=B dh=+ L=B dL=0 preo=A,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,7.4465,8
c=M dc=- h=B dh=+ L=B dL=+ preo=B,calma,"(2, 2, 1, 1)",2,2,1,1,7.0,16.5431,781
c=M dc=- h=B dh=+ L=B dL=+ preo=M,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,9.4164,6
c=M dc=- h=B dh=+ L=B dL=+ preo=A,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,5.4233,5
c=M dc=- h=B dh=+ L=M dL=- preo=B,calma,"(0, 1, 1, 0)",0,1,1,0,2.0,15.1540,1531
c=M dc=- h=B dh=+ L=M dL=- preo=M,calma,"(0, 0, 0, 1)",0,0,0,1,2.0,12.2798,212
c=M dc=- h=B dh=+ L=M dL=- preo=A,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,8.3869,96
c=M dc=- h=B dh=+ L=M dL=0 preo=B,calma,"(2, 2, 1, 1)",2,2,1,1,7.0,16.8164,335
c=M dc=- h=B dh=+ L=M dL=0 preo=M,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,11.9729,51
c=M dc=- h=B dh=+ L=M dL=0 preo=A,calma,"(2, 0, 1, 0)",2,0,1,0,3.0,4.0213,9
c=M dc=- h=B dh=+ L=M dL=+ preo=B,calma,"(2, 1, 0, 2)",2,1,0,2,7.0,15.6673,3886
c=M dc=- h=B dh=+ L=M dL=+ preo=M,calma,"(0, 2, 0, 1)",0,2,0,1,4.0,11.1691,251
c=M dc=- h=B dh=+ L=M dL=+ preo=A,calma,"(1, 2, 1, 2)",1,2,1,2,8.0,8.2248,718
c=M dc=- h=B dh=+ L=A dL=- preo=B,calma,"(1, 1, 2, 2)",1,1,2,2,8.0,15.2914,2356
c=M dc=- h=B dh=+ L=A dL=- preo=M,calma,"(0, 2, 2, 1)",0,2,2,1,6.0,11.4043,243
c=M dc=- h=B dh=+ L=A dL=- preo=A,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,7.1340,558
c=M dc=- h=B dh=+ L=A dL=0 preo=B,calma,"(0, 1, 2, 1)",0,1,2,1,5.0,15.0772,4347
c=M dc=- h=B dh=+ L=A dL=0 preo=M,calma,"(0, 2, 0, 2)",0,2,0,2,6.0,12.0338,357
c=M dc=- h=B dh=+ L=A dL=0 preo=A,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,7.1140,98
c=M dc=- h=B dh=+ L=A dL=+ preo=B,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,16.7761,225552
c=M dc=- h=B dh=+ L=A dL=+ preo=M,calma,"(1, 1, 2, 0)",1,1,2,0,4.0,11.7321,3839
c=M dc=- h=B dh=+ L=A dL=+ preo=A,calma,"(1, 1, 0, 1)",1,1,0,1,4.0,5.5201,1846
c=M dc=- h=M dh=- L=B dL=- preo=B,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,13.4739,443
c=M dc=- h=M dh=- L=B dL=- preo=M,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,10.4872,284
c=M dc=- h=M dh=- L=B dL=- preo=A,calma,"(2, 0, 1, 0)",2,0,1,0,3.0,6.3162,18
c=M dc=- h=M dh=- L=B dL=0 preo=B,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,14.7850,8
c=M dc=- h=M dh=- L=B dL=0 preo=M,calma,"(0, 0, 0, 1)",0,0,0,1,2.0,8.4460,9
c=M dc=- h=M dh=- L=B dL=0 preo=A,calma,"(1, 2, 0, 2)",1,2,0,2,7.0,1.5869,6
c=M dc=- h=M dh=- L=B dL=+ preo=B,calma,"(1, 1, 1, 1)",1,1,1,1,5.0,13.7624,132
c=M dc=- h=M dh=- L=B dL=+ preo=M,calma,"(1, 0, 0, 1)",1,0,0,1,3.0,10.4656,28
c=M dc=- h=M dh=- L=B dL=+ preo=A,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,6.8412,9
c=M dc=- h=M dh=- L=M dL=- preo=B,calma,"(0, 0, 0, 2)",0,0,0,2,4.0,13.1561,356
c=M dc=- h=M dh=- L=M dL=- preo=M,calma,"(1, 0, 2, 0)",1,0,2,0,3.0,11.6850,1833
c=M dc=- h=M dh=- L=M dL=- preo=A,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,7.6114,31
c=M dc=- h=M dh=- L=M dL=0 preo=B,calma,"(0, 0, 2, 0)",0,0,2,0,2.0,14.8185,104
c=M dc=- h=M dh=- L=M dL=0 preo=M,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,10.8458,120
c=M dc=- h=M dh=- L=M dL=0 preo=A,calma,"(2, 2, 0, 0)",2,2,0,0,4.0,3.8937,14
c=M dc=- h=M dh=- L=M dL=+ preo=B,calma,"(2, 1, 0, 2)",2,1,0,2,7.0,14.9837,2988
c=M dc=- h=M dh=- L=M dL=+ preo=M,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,13.1319,1067
c=M dc=- h=M dh=- L=M dL=+ preo=A,calma,"(0, 1, 2, 0)",0,1,2,0,3.0,9.0944,62
c=M dc=- h=M dh=- L=A dL=- preo=B,calma,"(2, 2, 1, 0)",2,2,1,0,5.0,16.0059,197
c=M dc=- h=M dh=- L=A dL=- preo=M,calma,"(1, 1, 0, 1)",1,1,0,1,4.0,12.3151,89
c=M dc=- h=M dh=- L=A dL=- preo=A,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,11.3631,18
c=M dc=- h=M dh=- L=A dL=0 preo=B,calma,"(0, 0, 2, 0)",0,0,2,0,2.0,13.9663,189
c=M dc=- h=M dh=- L=A dL=0 preo=M,calma,"(0, 2, 1, 1)",0,2,1,1,5.0,11.9656,138
c=M dc=- h=M dh=- L=A dL=0 preo=A,calma,"(2, 2, 0, 0)",2,2,0,0,4.0,5.2551,13
c=M dc=- h=M dh=- L=A dL=+ preo=B,calma,"(2, 2, 1, 2)",2,2,1,2,9.0,16.1937,25857
c=M dc=- h=M dh=- L=A dL=+ preo=M,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,13.5070,14487
c=M dc=- h=M dh=- L=A dL=+ preo=A,calma,"(2, 1, 2, 1)",2,1,2,1,7.0,9.3790,173
c=M dc=- h=M dh=0 L=B dL=- preo=B,calma,"(0, 2, 1, 2)",0,2,1,2,7.0,14.5123,430
c=M dc=- h=M dh=0 L=B dL=- preo=M,calma,"(2, 1, 2, 1)",2,1,2,1,7.0,12.6364,146
c=M dc=- h=M dh=0 L=B dL=- preo=A,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,8.7872,10
c=M dc=- h=M dh=0 L=B dL=0 preo=B,calma,"(0, 2, 1, 0)",0,2,1,0,3.0,13.7625,6
c=M dc=- h=M dh=0 L=B dL=0 preo=M,calma,"(1, 1, 0, 2)",1,1,0,2,6.0,9.8549,6
c=M dc=- h=M dh=0 L=B dL=0 preo=A,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=- h=M dh=0 L=B dL=+ preo=B,calma,"(2, 0, 0, 2)",2,0,0,2,6.0,14.3558,102
c=M dc=- h=M dh=0 L=B dL=+ preo=M,calma,"(1, 1, 0, 1)",1,1,0,1,4.0,10.6215,14
c=M dc=- h=M dh=0 L=B dL=+ preo=A,calma,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=- h=M dh=0 L=M dL=- preo=B,calma,"(2, 0, 0, 1)",2,0,0,1,4.0,13.6244,413
c=M dc=- h=M dh=0 L=M dL=- preo=M,calma,"(1, 0, 2, 1)",1,0,2,1,5.0,11.3559,1194
c=M dc=- h=M dh=0 L=M dL=- preo=A,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,5.0858,14
c=M dc=- h=M dh=0 L=M dL=0 preo=B,calma,"(1, 0, 1, 0)",1,0,1,0,2.0,13.3216,104
c=M dc=- h=M dh=0 L=M dL=0 preo=M,calma,"(2, 2, 0, 1)",2,2,0,1,6.0,11.4296,86
c=M dc=- h=M dh=0 L=M dL=0 preo=A,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,3.5496,7
c=M dc=- h=M dh=0 L=M dL=+ preo=B,calma,"(2, 2, 0, 0)",2,2,0,0,4.0,14.5342,2580
c=M dc=- h=M dh=0 L=M dL=+ preo=M,calma,"(2, 1, 1, 2)",2,1,1,2,8.0,12.8527,417
c=M dc=- h=M dh=0 L=M dL=+ preo=A,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,7.8079,28
c=M dc=- h=M dh=0 L=A dL=- preo=B,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,15.3417,243
c=M dc=- h=M dh=0 L=A dL=- preo=M,calma,"(2, 2, 2, 0)",2,2,2,0,6.0,14.0234,50
c=M dc=- h=M dh=0 L=A dL=- preo=A,calma,"(1, 1, 2, 1)",1,1,2,1,6.0,3.0811,8
c=M dc=- h=M dh=0 L=A dL=0 preo=B,calma,"(1, 0, 0, 0)",1,0,0,0,1.0,15.4443,246
c=M dc=- h=M dh=0 L=A dL=0 preo=M,calma,"(1, 0, 2, 1)",1,0,2,1,5.0,11.5739,92
c=M dc=- h=M dh=0 L=A dL=0 preo=A,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,4.4363,11
c=M dc=- h=M dh=0 L=A dL=+ preo=B,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,15.9836,22295
c=M dc=- h=M dh=0 L=A dL=+ preo=M,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,13.2068,7686
c=M dc=- h=M dh=0 L=A dL=+ preo=A,calma,"(1, 2, 0, 0)",1,2,0,0,3.0,7.3532,74
c=M dc=- h=M dh=+ L=B dL=- preo=B,calma,"(1, 2, 2, 1)",1,2,2,1,7.0,15.0109,752
c=M dc=- h=M dh=+ L=B dL=- preo=M,calma,"(0, 0, 2, 0)",0,0,2,0,2.0,11.4659,385
c=M dc=- h=M dh=+ L=B dL=- preo=A,calma,"(2, 2, 2, 0)",2,2,2,0,6.0,4.3819,44
c=M dc=- h=M dh=+ L=B dL=0 preo=B,calma,"(2, 1, 2, 2)",2,1,2,2,9.0,13.3936,13
c=M dc=- h=M dh=+ L=B dL=0 preo=M,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,11.7098,13
c=M dc=- h=M dh=+ L=B dL=0 preo=A,calma,"(2, 1, 1, 0)",2,1,1,0,4.0,5.1602,2
c=M dc=- h=M dh=+ L=B dL=+ preo=B,calma,"(1, 1, 1, 2)",1,1,1,2,7.0,15.5061,259
c=M dc=- h=M dh=+ L=B dL=+ preo=M,calma,"(0, 0, 1, 0)",0,0,1,0,1.0,9.8808,26
c=M dc=- h=M dh=+ L=B dL=+ preo=A,calma,"(2, 2, 1, 0)",2,2,1,0,5.0,1.2999,1
c=M dc=- h=M dh=+ L=M dL=- preo=B,calma,"(2, 1, 1, 0)",2,1,1,0,4.0,13.6353,986
c=M dc=- h=M dh=+ L=M dL=- preo=M,calma,"(2, 1, 0, 0)",2,1,0,0,3.0,11.2622,2094
c=M dc=- h=M dh=+ L=M dL=- preo=A,calma,"(0, 2, 2, 0)",0,2,2,0,4.0,2.2213,51
c=M dc=- h=M dh=+ L=M dL=0 preo=B,calma,"(2, 1, 1, 2)",2,1,1,2,8.0,15.6114,232
c=M dc=- h=M dh=+ L=M dL=0 preo=M,calma,"(2, 0, 2, 0)",2,0,2,0,4.0,11.0640,162
c=M dc=- h=M dh=+ L=M dL=0 preo=A,calma,"(1, 2, 1, 1)",1,2,1,1,6.0,8.4197,15
c=M dc=- h=M dh=+ L=M dL=+ preo=B,calma,"(2, 2, 2, 1)",2,2,2,1,8.0,16.0604,4209
c=M dc=- h=M dh=+ L=M dL=+ preo=M,calma,"(1, 1, 0, 0)",1,1,0,0,2.0,11.4100,680
c=M dc=- h=M dh=+ L=M dL=+ preo=A,calma,"(2, 1, 2, 2)",2,1,2,2,9.0,4.6821,198
c=M dc=- h=M dh=+ L=A dL=- preo=B,calma,"(1, 1, 1, 0)",1,1,1,0,3.0,15.0495,648
c=M dc=- h=M dh=+ L=A dL=- preo=M,calma,"(2, 2, 0, 2)",2,2,0,2,8.0,13.3972,215
c=M dc=- h=M dh=+ L=A dL=- preo=A,calma,"(1, 2, 1, 2)",1,2,1,2,8.0,5.4787,161
c=M dc=- h=M dh=+ L=A dL=0 preo=B,calma,"(2, 0, 1, 2)",2,0,1,2,7.0,14.5525,951
c=M dc=- h=M dh=+ L=A dL=0 preo=M,calma,"(2, 1, 1, 0)",2,1,1,0,4.0,11.4728,334
c=M dc=- h=M dh=+ L=A dL=0 preo=A,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,5.8762,64
c=M dc=- h=M dh=+ L=A dL=+ preo=B,calma,"(1, 2, 2, 2)",1,2,2,2,9.0,15.9471,59307
c=M dc=- h=M dh=+ L=A dL=+ preo=M,calma,"(2, 2, 0, 1)",2,2,0,1,6.0,12.2103,13175
c=M dc=- h=M dh=+ L=A dL=+ preo=A,calma,"(2, 2, 2, 2)",2,2,2,2,10.0,4.1122,584
c=M dc=- h=A dh=- L=B dL=- preo=B,emergencia,"(2, 0, 1, 0)",2,0,1,0,3.0,3.7168,11
c=M dc=- h=A dh=- L=B dL=- preo=M,emergencia,"(2, 0, 0, 2)",2,0,0,2,6.0,8.3926,58
c=M dc=- h=A dh=- L=B dL=- preo=A,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,3.7599,208
c=M dc=- h=A dh=- L=B dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=- h=A dh=- L=B dL=0 preo=M,emergencia,"(2, 1, 0, 0)",2,1,0,0,3.0,3.4395,3
c=M dc=- h=A dh=- L=B dL=0 preo=A,emergencia,"(2, 0, 1, 0)",2,0,1,0,3.0,2.5930,109
c=M dc=- h=A dh=- L=B dL=+ preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=M dc=- h=A dh=- L=B dL=+ preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=- h=A dh=- L=B dL=+ preo=A,emergencia,"(2, 1, 0, 1)",2,1,0,1,5.0,2.6842,180
c=M dc=- h=A dh=- L=M dL=- preo=B,emergencia,"(1, 0, 2, 2)",1,0,2,2,7.0,9.1595,42
c=M dc=- h=A dh=- L=M dL=- preo=M,emergencia,"(0, 2, 1, 2)",0,2,1,2,7.0,7.3505,47
c=M dc=- h=A dh=- L=M dL=- preo=A,emergencia,"(2, 2, 1, 2)",2,2,1,2,9.0,3.3236,435
c=M dc=- h=A dh=- L=M dL=0 preo=B,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,10.4937,15
c=M dc=- h=A dh=- L=M dL=0 preo=M,emergencia,"(2, 1, 1, 0)",2,1,1,0,4.0,6.3417,4
c=M dc=- h=A dh=- L=M dL=0 preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,3.9526,244
c=M dc=- h=A dh=- L=M dL=+ preo=B,emergencia,"(1, 2, 2, 0)",1,2,2,0,5.0,8.5473,68
c=M dc=- h=A dh=- L=M dL=+ preo=M,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,8.5118,274
c=M dc=- h=A dh=- L=M dL=+ preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,3.7165,541
c=M dc=- h=A dh=- L=A dL=- preo=B,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,9.4851,205
c=M dc=- h=A dh=- L=A dL=- preo=M,emergencia,"(0, 2, 2, 0)",0,2,2,0,4.0,6.5395,72
c=M dc=- h=A dh=- L=A dL=- preo=A,emergencia,"(2, 1, 2, 1)",2,1,2,1,7.0,2.3432,1091
c=M dc=- h=A dh=- L=A dL=0 preo=B,emergencia,"(1, 1, 2, 2)",1,1,2,2,8.0,7.9692,166
c=M dc=- h=A dh=- L=A dL=0 preo=M,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,8.4501,60
c=M dc=- h=A dh=- L=A dL=0 preo=A,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,2.4943,1020
c=M dc=- h=A dh=- L=A dL=+ preo=B,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,8.8654,532
c=M dc=- h=A dh=- L=A dL=+ preo=M,emergencia,"(2, 2, 0, 0)",2,2,0,0,4.0,7.1705,382
c=M dc=- h=A dh=- L=A dL=+ preo=A,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,2.1484,2600
c=M dc=- h=A dh=0 L=B dL=- preo=B,emergencia,"(2, 0, 2, 1)",2,0,2,1,6.0,5.9669,2
c=M dc=- h=A dh=0 L=B dL=- preo=M,emergencia,"(0, 2, 1, 0)",0,2,1,0,3.0,7.3962,32
c=M dc=- h=A dh=0 L=B dL=- preo=A,emergencia,"(1, 0, 0, 2)",1,0,0,2,5.0,2.0802,93
c=M dc=- h=A dh=0 L=B dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=- h=A dh=0 L=B dL=0 preo=M,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,0
c=M dc=- h=A dh=0 L=B dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,13
c=M dc=- h=A dh=0 L=B dL=+ preo=B,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,5.9989,2
c=M dc=- h=A dh=0 L=B dL=+ preo=M,emergencia,"(2, 2, 0, 0)",2,2,0,0,4.0,3.0672,2
c=M dc=- h=A dh=0 L=B dL=+ preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,15
c=M dc=- h=A dh=0 L=M dL=- preo=B,emergencia,"(0, 1, 1, 1)",0,1,1,1,4.0,5.7592,14
c=M dc=- h=A dh=0 L=M dL=- preo=M,emergencia,"(2, 2, 2, 0)",2,2,2,0,6.0,7.0667,49
c=M dc=- h=A dh=0 L=M dL=- preo=A,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,2.3634,209
c=M dc=- h=A dh=0 L=M dL=0 preo=B,emergencia,"(2, 0, 2, 0)",2,0,2,0,4.0,1.5981,2
c=M dc=- h=A dh=0 L=M dL=0 preo=M,emergencia,"(1, 2, 0, 0)",1,2,0,0,3.0,5.7787,6
c=M dc=- h=A dh=0 L=M dL=0 preo=A,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,3.1339,57
c=M dc=- h=A dh=0 L=M dL=+ preo=B,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,12.2039,12
c=M dc=- h=A dh=0 L=M dL=+ preo=M,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,9.7280,201
c=M dc=- h=A dh=0 L=M dL=+ preo=A,emergencia,"(1, 1, 1, 0)",1,1,1,0,3.0,2.1811,162
c=M dc=- h=A dh=0 L=A dL=- preo=B,emergencia,"(1, 2, 1, 2)",1,2,1,2,8.0,10.2847,83
c=M dc=- h=A dh=0 L=A dL=- preo=M,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,3.1647,61
c=M dc=- h=A dh=0 L=A dL=- preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,2.7188,2856
c=M dc=- h=A dh=0 L=A dL=0 preo=B,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,8.2670,68
c=M dc=- h=A dh=0 L=A dL=0 preo=M,emergencia,"(1, 2, 0, 0)",1,2,0,0,3.0,2.0656,59
c=M dc=- h=A dh=0 L=A dL=0 preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,2.2833,3645
c=M dc=- h=A dh=0 L=A dL=+ preo=B,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,9.7779,217
c=M dc=- h=A dh=0 L=A dL=+ preo=M,emergencia,"(1, 2, 0, 1)",1,2,0,1,5.0,8.3641,347
c=M dc=- h=A dh=0 L=A dL=+ preo=A,emergencia,"(2, 2, 2, 2)",2,2,2,2,10.0,2.4734,4181
c=M dc=- h=A dh=+ L=B dL=- preo=B,emergencia,"(0, 1, 1, 2)",0,1,1,2,6.0,8.7584,24
c=M dc=- h=A dh=+ L=B dL=- preo=M,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,5.7436,118
c=M dc=- h=A dh=+ L=B dL=- preo=A,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,1.8109,144
c=M dc=- h=A dh=+ L=B dL=0 preo=B,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,1
c=M dc=- h=A dh=+ L=B dL=0 preo=M,emergencia,"(1, 0, 1, 0)",1,0,1,0,2.0,1.4018,3
c=M dc=- h=A dh=+ L=B dL=0 preo=A,emergencia,"(0, 0, 0, 0)",0,0,0,0,0.0,0.0000,17
c=M dc=- h=A dh=+ L=B dL=+ preo=B,emergencia,"(0, 0, 2, 0)",0,0,2,0,2.0,1.0622,3
c=M dc=- h=A dh=+ L=B dL=+ preo=M,emergencia,"(2, 0, 0, 0)",2,0,0,0,2.0,4.8629,5
c=M dc=- h=A dh=+ L=B dL=+ preo=A,emergencia,"(2, 0, 1, 2)",2,0,1,2,7.0,1.8170,31
c=M dc=- h=A dh=+ L=M dL=- preo=B,emergencia,"(1, 2, 2, 1)",1,2,2,1,7.0,7.6047,114
c=M dc=- h=A dh=+ L=M dL=- preo=M,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,7.1380,453
c=M dc=- h=A dh=+ L=M dL=- preo=A,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,2.0909,468
c=M dc=- h=A dh=+ L=M dL=0 preo=B,emergencia,"(2, 0, 1, 1)",2,0,1,1,5.0,6.4470,5
c=M dc=- h=A dh=+ L=M dL=0 preo=M,emergencia,"(0, 2, 2, 1)",0,2,2,1,6.0,8.7005,20
c=M dc=- h=A dh=+ L=M dL=0 preo=A,emergencia,"(2, 2, 1, 1)",2,2,1,1,7.0,3.8144,66
c=M dc=- h=A dh=+ L=M dL=+ preo=B,emergencia,"(1, 0, 1, 0)",1,0,1,0,2.0,6.4973,56
c=M dc=- h=A dh=+ L=M dL=+ preo=M,emergencia,"(2, 1, 2, 2)",2,1,2,2,9.0,9.8943,449
c=M dc=- h=A dh=+ L=M dL=+ preo=A,emergencia,"(2, 0, 2, 2)",2,0,2,2,8.0,2.0745,347
c=M dc=- h=A dh=+ L=A dL=- preo=B,emergencia,"(2, 1, 1, 2)",2,1,1,2,8.0,7.8754,524
c=M dc=- h=A dh=+ L=A dL=- preo=M,emergencia,"(1, 2, 0, 0)",1,2,0,0,3.0,3.9032,505
c=M dc=- h=A dh=+ L=A dL=- preo=A,emergencia,"(2, 2, 0, 2)",2,2,0,2,8.0,1.8294,7122
c=M dc=- h=A dh=+ L=A dL=0 preo=B,emergencia,"(0, 2, 1, 1)",0,2,1,1,5.0,6.9577,658
c=M dc=- h=A dh=+ L=A dL=0 preo=M,emergencia,"(2, 1, 1, 1)",2,1,1,1,6.0,5.2861,660
c=M dc=- h=A dh=+ L=A dL=0 preo=A,emergencia,"(1, 2, 2, 2)",1,2,2,2,9.0,2.0765,7754
c=M dc=- h=A dh=+ L=A dL=+ preo=B,emergencia,"(2, 1, 0, 2)",2,1,0,2,7.0,7.8698,932
c=M dc=- h=A dh=+ L=A dL=+ preo=M,emergencia,"(0, 2, 2, 0)",0,2,2,0,4.0,6.8023,1565
c=M dc=- h=A dh=+ L=A dL=+ preo=A,emergencia,"(2, 2, 2, 1)",2,2,2,1,8.0,1.7829,6987
c=M dc=0 h=B dh=- L=B dL=- preo=B,calma,"(0, 2, 2, 2)",0,2,2,2,8.0,15.9312,4248
c=M dc=0 h=B dh=- L=B dL=- preo=M,calma,"(0, 0, 1, 0)",0,0,1,0,1.0,11.2155,824
c=M dc=0 h=B dh=- L=B dL=- preo=A,calma,"(2, 2, 1, 1)",2,2,1,1,7.0,7.0297,32
c=M dc=0 h=B dh=- L=B dL=0 preo=B,calma,"(2, 1, 2, 1)",2,1,2,1,7.0,16.3255,90
